diana_objetivo,id_farmaco,nombre,ic50_nm,pchembl,anio,smiles,nivel_potencia
BACE1,CHEMBL3653418,Sin nombre,44.0,7.36,2014,NC1=NC(CF)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)COC1,Muy Alta
BACE1,CHEMBL3653419,Sin nombre,57.0,7.24,2014,NC1=NC(CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COC1,Muy Alta
BACE1,CHEMBL3653420,Sin nombre,33.0,7.48,2014,NC1=NC(CF)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)COC1,Muy Alta
BACE1,CHEMBL3653421,Sin nombre,94.0,7.03,2014,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)COCC(N)=N3)c2)nc1,Muy Alta
BACE1,CHEMBL3653422,Sin nombre,39.0,7.41,2014,Cc1cc(Br)cnc1C(=O)Nc1ccc(F)c(C2(CF)COCC(N)=N2)c1,Muy Alta
BACE1,CHEMBL3653423,Sin nombre,15.0,7.82,2014,Cc1cc(Br)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)COCC(N)=N2)c1,Muy Alta
BACE1,CHEMBL3653509,Sin nombre,5.0,8.3,2014,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)COCC(N)=N2)c1,Muy Alta
BACE1,CHEMBL3653424,Sin nombre,22.0,7.66,2014,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Br)cc3O)ccc2F)COC1,Muy Alta
BACE1,CHEMBL3653425,Sin nombre,390.0,6.41,2014,COc1cc(Br)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)COCC(N)=N2)c1,Media
BACE1,CHEMBL3653426,Sin nombre,27.0,7.57,2014,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)CCOCC(N)=N3)c2)nc1,Muy Alta
BACE1,CHEMBL3653427,Sin nombre,18.0,7.75,2014,NC1=N[C@@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)CCOC1,Muy Alta
BACE1,CHEMBL3653428,Sin nombre,240.0,6.62,2014,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(C(F)(F)F)CCOCC(N)=N3)c2)nc1,Media
BACE1,CHEMBL3653429,Sin nombre,140.0,6.85,2014,NC1=NC(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)(F)F)CCOC1,Media
BACE1,CHEMBL3653430,Sin nombre,34.0,7.47,2014,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)COCC1(F)F,Muy Alta
BACE1,CHEMBL3653431,Sin nombre,30.0,7.52,2014,CC1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)N=C(N)COCC1(F)F,Muy Alta
BACE1,CHEMBL3653432,Sin nombre,890.0,6.05,2014,NC1=NC(c2cccc(NC(=O)c3cc(Br)co3)c2)(C(F)F)COC1,Media
BACE1,CHEMBL3653433,Sin nombre,7800.0,5.11,2014,NC1=NC(c2cccc(NC(=O)c3ccc(O)nn3)c2)(C(F)F)COC1,Media
BACE1,CHEMBL3653434,Sin nombre,1500.0,5.82,2014,Cc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)co1,Media
BACE1,CHEMBL3653435,Sin nombre,5200.0,5.28,2014,CCc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)co1,Media
BACE1,CHEMBL3653436,Sin nombre,4000.0,5.4,2014,Cc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)c(C)o1,Media
BACE1,CHEMBL3653437,Sin nombre,820.0,6.09,2014,COc1cc(Br)cnc1C(=O)Nc1cccc(C2(C(F)F)COCC(N)=N2)c1,Media
BACE1,CHEMBL3653438,Sin nombre,28.0,7.55,2014,NC1=NC(c2cccc(NC(=O)c3ncc(Br)cc3O)c2)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653439,Sin nombre,1200.0,5.92,2014,COCCOc1cnc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)cn1,Media
BACE1,CHEMBL3653440,Sin nombre,1900.0,5.72,2014,NC1=NC(c2cccc(NC(=O)c3cnc(C(F)F)cn3)c2)(C(F)F)COC1,Media
BACE1,CHEMBL3653441,Sin nombre,25.0,7.6,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3261074,Sin nombre,42.0,7.38,2014,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1,Muy Alta
BACE1,CHEMBL3653442,Sin nombre,120.0,6.92,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653443,Sin nombre,6.0,8.22,2014,Cc1c(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)oc2ccc(Br)cc12,Muy Alta
BACE1,CHEMBL3653444,Sin nombre,18.0,7.75,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(Br)cc3Cl)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653445,Sin nombre,14.0,7.85,2014,NC1=N[C@@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653446,Sin nombre,10.0,8.0,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(Br)cc3O)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653447,Sin nombre,180.0,6.75,2014,CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1,Media
BACE1,CHEMBL3653448,Sin nombre,36.0,7.44,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(Br)cn3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653449,Sin nombre,200.0,6.7,2014,NC1=N[C@@](c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653450,Sin nombre,97.0,7.01,2014,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCC(F)F)cn3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653451,Sin nombre,25.0,7.6,2014,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653452,Sin nombre,78.0,7.11,2014,NC1=N[C@@](c2cc(NC(=O)c3cc(Br)co3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653453,Sin nombre,740.0,6.13,2014,NC1=N[C@@](c2cc(NC(=O)c3cc4ccccn4n3)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653454,Sin nombre,98.0,7.01,2014,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)co1,Muy Alta
BACE1,CHEMBL3653455,Sin nombre,170.0,6.77,2014,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(C)o1,Media
BACE1,CHEMBL3653456,Sin nombre,2200.0,5.66,2014,NC1=N[C@@](c2cc(NC(=O)c3cn4ccccc4n3)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653457,Sin nombre,93.0,7.03,2014,COc1cc(Br)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,Muy Alta
BACE1,CHEMBL3653458,Sin nombre,330.0,6.48,2014,CCc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)co1,Media
BACE1,CHEMBL3653459,Sin nombre,87.0,7.06,2014,NC1=N[C@@](c2cc(NC(=O)c3ccc(C(F)F)cn3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653460,Sin nombre,1000.0,6.0,2014,Cn1ccnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,Media
BACE1,CHEMBL3653461,Sin nombre,260.0,6.58,2014,NC1=N[C@@](c2cc(NC(=O)c3ccc(O)nn3)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653462,Sin nombre,45.0,7.35,2014,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,Muy Alta
BACE1,CHEMBL3653463,Sin nombre,130.0,6.89,2014,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCCF)cn3)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653464,Sin nombre,30.0,7.52,2014,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653465,Sin nombre,42.0,7.38,2014,NC1=N[C@@](c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653466,Sin nombre,75.0,7.12,2014,NC1=N[C@@](c2cc(NC(=O)c3ccc(OCF)cn3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653467,Sin nombre,43.0,7.37,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653468,Sin nombre,33.0,7.48,2014,NC1=N[C@@](c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653469,Sin nombre,820.0,6.09,2014,Cc1cc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)n[nH]1,Media
BACE1,CHEMBL3653470,Sin nombre,110.0,6.96,2014,Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,Media
BACE1,CHEMBL3653512,Sin nombre,17.0,7.77,2014,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,Muy Alta
BACE1,CHEMBL3639523,Sin nombre,340.0,6.47,2014,NC1=N[C@@](c2cc(NC(=O)c3cnc(O)cn3)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653471,Sin nombre,100.0,7.0,2014,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,Muy Alta
BACE1,CHEMBL3653472,Sin nombre,940.0,6.03,2014,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cs1,Media
BACE1,CHEMBL3653473,Sin nombre,700.0,6.16,2014,Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)s1,Media
BACE1,CHEMBL3653474,Sin nombre,290.0,6.54,2014,Cn1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)n1,Media
BACE1,CHEMBL3653475,Sin nombre,1200.0,5.92,2014,Cn1cc([N+](=O)[O-])c(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)n1,Media
BACE1,CHEMBL3653476,Sin nombre,8.0,8.1,2014,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,Muy Alta
BACE1,CHEMBL3653477,Sin nombre,120.0,6.92,2014,CC1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)COCC1(F)F,Media
BACE1,CHEMBL3653478,Sin nombre,180.0,6.75,2014,COc1cc(Br)cnc1C(=O)Nc1ccc(F)c(C2(C)N=C(N)COCC2(F)F)c1,Media
BACE1,CHEMBL3653479,Sin nombre,34.0,7.47,2014,CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)COCC1(F)F,Muy Alta
BACE1,CHEMBL3653480,Sin nombre,5200.0,5.28,2014,NC1=N[C@@](c2cc(NC(=O)c3cc4cncnc4[nH]3)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653481,Sin nombre,18.0,7.75,2014,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(N)n1,Muy Alta
BACE1,CHEMBL3653482,Sin nombre,130.0,6.89,2014,CCc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1,Media
BACE1,CHEMBL3653483,Sin nombre,12.0,7.92,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3N)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653484,Sin nombre,66.0,7.18,2014,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(Cl)c1,Muy Alta
BACE1,CHEMBL3653485,Sin nombre,8500.0,5.07,2014,NC1=N[C@@](c2cc(NC(=O)c3ccc(=O)[nH]c3)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653486,Sin nombre,680.0,6.17,2014,NC1=N[C@@](c2cc(NC(=O)c3cc4cccn4cn3)ccc2F)(C(F)F)COC1,Media
BACE1,CHEMBL3653487,Sin nombre,1.0,9.0,2014,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,Muy Alta
BACE1,CHEMBL3653488,Sin nombre,8.0,8.1,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(Br)cc3N)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653489,Sin nombre,1200.0,5.92,2014,CCn1ccnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,Media
BACE1,CHEMBL3653490,Sin nombre,3.0,8.52,2014,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,Muy Alta
BACE1,CHEMBL3653491,Sin nombre,260.0,6.58,2014,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(N)o1,Media
BACE1,CHEMBL3653492,Sin nombre,12.0,7.92,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3O)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653493,Sin nombre,340.0,6.47,2014,CC(C)Oc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,Media
BACE1,CHEMBL3653494,Sin nombre,49.0,7.31,2014,CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,Muy Alta
BACE1,CHEMBL3653495,Sin nombre,9.0,8.05,2014,Cc1c(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)oc2ccc(CN(C)C)cc12,Muy Alta
BACE1,CHEMBL3653497,Sin nombre,210.0,6.68,2014,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(C)n1,Media
BACE1,CHEMBL3653498,Sin nombre,16.0,7.8,2014,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(N)n1,Muy Alta
BACE1,CHEMBL3653499,Sin nombre,18.0,7.75,2014,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,Muy Alta
BACE1,CHEMBL3653500,Sin nombre,29.0,7.54,2014,Cc1cc(OCF)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,Muy Alta
BACE1,CHEMBL3653501,Sin nombre,170.0,6.77,2014,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(C)n1,Media
BACE1,CHEMBL3653502,Sin nombre,920.0,6.04,2014,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(OC)c1,Media
BACE1,CHEMBL3653503,Sin nombre,340.0,6.47,2014,COCCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1,Media
BACE1,CHEMBL3653504,Sin nombre,340.0,6.47,2014,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(F)c1,Media
BACE1,CHEMBL3653505,Sin nombre,4.0,8.4,2014,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(C)n1,Muy Alta
BACE1,CHEMBL3653506,Sin nombre,700.0,6.16,2014,COCc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(Cl)c1,Media
BACE1,CHEMBL3653507,Sin nombre,59.0,7.23,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(OCF)cc3Cl)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3653508,Sin nombre,50.0,7.3,2014,NC1=N[C@@](c2cc(NC(=O)c3ncc(CC(F)F)cc3Cl)ccc2F)(C(F)F)COC1,Muy Alta
BACE1,CHEMBL3904137,Sin nombre,2190.0,5.66,2014,COc1cccc2c1OCC[C@@]21CNC[C@@H]1C(=O)N1CC[C@H](c2ccccc2)C[C@@H]1C1CCCC(F)(F)C1,Media
BACE1,CHEMBL3954417,Sin nombre,22000.0,4.66,2014,CC(C)[C@H]1C[C@@H](c2ccccc2)CCN1C(=O)[C@H]1CNC[C@@]12CCCc1ccccc12,Baja
BACE1,CHEMBL3952919,Sin nombre,20000.0,4.7,2014,COC(C)(C)C1CCCCN1C(=O)[C@@H]1CNC[C@@]12CCCc1ccccc12,Baja
BACE1,CHEMBL3978571,Sin nombre,920.0,6.04,2014,O=C([C@@H]1CNC[C@]12CCCc1cc(Cl)ccc12)N1CCC(c2ccccc2)CC1,Media
BACE1,CHEMBL3959272,Sin nombre,71.0,7.15,2014,O=C([C@H]1CNC[C@@]12CCc1ccccc12)N1CC[C@H](c2ccccc2)C[C@@H]1c1ccccc1,Muy Alta
BACE1,CHEMBL3650162,Sin nombre,14000.0,4.85,2014,O=C([C@@H]1CNC[C@]12CCc1cc(Br)ccc12)N1CCC(c2ccccc2)CC1,Baja
BACE1,CHEMBL3964236,Sin nombre,24.0,7.62,2014,CC(C)c1cccc2c1CCC[C@]21CNC[C@H]1C(=O)N1CCC(c2ccccc2)CC1,Muy Alta
BACE1,CHEMBL3977426,Sin nombre,12000.0,4.92,2014,O=C([C@@H]1CNC[C@]12CCSc1ccccc12)N1CCC(c2ccccc2)CC1,Baja
BACE1,CHEMBL3943026,Sin nombre,19000.0,4.72,2014,CCc1ccc2c(c1)CCC[C@]21CNC[C@H]1C(=O)N1CCC(c2ccccc2)CC1,Baja
BACE1,CHEMBL3945580,Sin nombre,200.0,6.7,2014,O=C([C@@H]1CNC[C@]12CCCc1nc(Cl)ccc12)N1CCC2(C=Cc3ccccc32)CC1c1ccccc1,Media
BACE1,CHEMBL3937658,Sin nombre,450.0,6.35,2014,Cc1cccc(C2CC(c3ccccc3)CCN2C(=O)C2CNC[C@]23CCCc2nc(Cl)ccc23)c1,Media
BACE1,CHEMBL3650175,Sin nombre,83.7,7.08,2014,Cn1nc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1F,Muy Alta
BACE1,CHEMBL3650176,Sin nombre,233.0,6.63,2014,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)cn3)C[C@H]2CS1,Media
BACE1,CHEMBL3650177,Sin nombre,119.0,6.92,2014,Cn1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)ccc1=O,Media
BACE1,CHEMBL3650178,Sin nombre,1840.0,5.74,2014,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cn4cccnc4n3)C[C@H]2CS1,Media
BACE1,CHEMBL3650179,Sin nombre,72.8,7.14,2014,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(CC(F)(F)F)c3)C[C@H]2CS1,Muy Alta
BACE1,CHEMBL3650180,Sin nombre,341.0,6.47,2014,Cc1nc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)no1,Media
BACE1,CHEMBL3650181,Sin nombre,182.0,6.74,2014,Cc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,Media
BACE1,CHEMBL3650182,Sin nombre,162.0,6.79,2014,Cn1cc(F)c([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,Media
BACE1,CHEMBL3422242,Sin nombre,75.9,7.12,2014,Cc1cc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,Muy Alta
BACE1,CHEMBL3650183,Sin nombre,240.0,6.62,2014,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc4cnccc4o3)C[C@H]2CS1,Media
BACE1,CHEMBL3650184,Sin nombre,343.0,6.46,2014,COc1cnc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)nc1,Media
BACE1,CHEMBL3650185,Sin nombre,466.0,6.33,2014,Cn1ncc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,Media
BACE1,CHEMBL3422245,Sin nombre,54.8,7.26,2014,Cc1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,Muy Alta
BACE1,CHEMBL3650186,Sin nombre,231.0,6.64,2014,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc(C(F)F)co3)C[C@H]2CS1,Media
BACE1,CHEMBL3422243,Sin nombre,24.6,7.61,2014,C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(C)c3)C[C@@H]12,Muy Alta
BACE1,CHEMBL3650187,Sin nombre,1400.0,5.85,2014,Cc1ncc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,Media
BACE1,CHEMBL3650188,Sin nombre,877.0,6.06,2014,Cn1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)nn1,Media
BACE1,CHEMBL3650189,Sin nombre,555.0,6.26,2014,N#Cc1coc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,Media
BACE1,CHEMBL3650190,Sin nombre,389.0,6.41,2014,Cc1cnc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,Media
BACE1,CHEMBL3650191,Sin nombre,36200.0,4.44,2014,Cc1cnc([C@@H]2C[C@@H]3CSC(N)=N[C@]3(c3ccc(F)cc3F)CO2)cn1,Baja
BACE1,CHEMBL3650192,Sin nombre,5400.0,5.27,2014,CCOc1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)nn1C,Media
BACE1,CHEMBL3422246,Sin nombre,54.0,7.27,2014,Cn1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,Muy Alta
BACE1,CHEMBL3650168,Sin nombre,5020.0,5.3,2014,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc4ccncc4o3)C[C@H]2CS1,Media
BACE1,CHEMBL3650169,Sin nombre,1550.0,5.81,2014,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cncnc3)C[C@H]2CS1,Media
BACE1,CHEMBL3650170,Sin nombre,384.0,6.42,2014,COc1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)ccn1,Media
BACE1,CHEMBL3650171,Sin nombre,1250.0,5.9,2014,COc1cncc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,Media
BACE1,CHEMBL3650172,Sin nombre,221.0,6.66,2014,Cc1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)ccn1,Media
BACE1,CHEMBL3650173,Sin nombre,2150.0,5.67,2014,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc4nccn4c3)C[C@H]2CS1,Media
BACE1,CHEMBL3650174,Sin nombre,37.9,7.42,2014,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cncc(F)c3)C[C@H]2CS1,Muy Alta
BACE1,CHEMBL3653657,Sin nombre,157.0,6.8,2014,CC1=NC2(CCOc3ccc(-c4cc(Cl)cc(Cl)c4)cc32)N=C1N,Media
BACE1,CHEMBL3653658,Sin nombre,743.0,6.13,2014,CC1=NC2(CCOc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,Media
BACE1,CHEMBL3653659,Sin nombre,1700.0,5.77,2014,CC1=NC2(CCOc3ccc(-c4cc(F)cc(F)c4)cc32)N=C1N,Media
BACE1,CHEMBL3657452,Sin nombre,3200.0,5.5,2014,CC1=NC2(CCOc3ccc(-c4cc(C)cc(C)c4)cc32)N=C1N,Media
BACE1,CHEMBL3657453,Sin nombre,3640.0,5.44,2014,COc1ccc(OC)c(-c2ccc3c(c2)C2(CCO3)N=C(C)C(N)=N2)c1,Media
BACE1,CHEMBL3657454,Sin nombre,4250.0,5.37,2014,CC1=NC2(CCOc3ccc(-c4cccc(F)c4F)cc32)N=C1N,Media
BACE1,CHEMBL3657455,Sin nombre,6710.0,5.17,2014,CC1=NC2(CCOc3ccc(-c4cc(C)ccc4C)cc32)N=C1N,Media
BACE1,CHEMBL3657456,Sin nombre,16300.0,4.79,2014,COc1ccc(F)cc1-c1ccc2c(c1)C1(CCO2)N=C(C)C(N)=N1,Baja
BACE1,CHEMBL3657457,Sin nombre,1680.0,5.78,2014,COc1cccc(-c2ccc3c(c2)C2(CCO3)N=C(C)C(N)=N2)c1F,Media
BACE1,CHEMBL3657458,Sin nombre,6850.0,5.16,2014,COc1ccc(C)cc1-c1ccc2c(c1)C1(CCO2)N=C(C)C(N)=N1,Media
BACE1,CHEMBL3657459,Sin nombre,1980.0,5.7,2014,CC1=NC2(CCOc3ccc(-c4cc(C)ccc4F)cc32)N=C1N,Media
BACE1,CHEMBL3657460,Sin nombre,1800.0,5.75,2014,COc1ccc(F)c(-c2ccc3c(c2)C2(CCO3)N=C(C)C(N)=N2)c1,Media
BACE1,CHEMBL3653660,Sin nombre,1300.0,5.89,2014,CC1=NC2(CCOc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)N=C1N,Media
BACE1,CHEMBL3653661,Sin nombre,1890.0,5.72,2014,CC1=NC2(CCOc3ccc(NC(=O)c4ccc(C(F)(F)F)cn4)cc32)N=C1N,Media
BACE1,CHEMBL3653662,Sin nombre,112.0,6.95,2014,CC#CCOc1ccc(C(=O)Nc2ccc3c(c2)C2(CCO3)N=C(C)C(N)=N2)nc1,Media
BACE1,CHEMBL3653663,Sin nombre,22.0,7.66,2014,CC#CCOc1cnc(C(=O)Nc2ccc3c(c2)C2(CCO3)N=C(C)C(N)=N2)cn1,Muy Alta
BACE1,CHEMBL3653664,Sin nombre,6460.0,5.19,2014,CC1=NC2(CCOc3ccc(NC(=O)c4ccc(C)s4)cc32)N=C1N,Media
BACE1,CHEMBL3653665,Sin nombre,560.0,6.25,2014,CC1=NC2(CCOc3ccc(NC(=O)c4ncc(Cl)cc4Cl)cc32)N=C1N,Media
