target_id,uniprot_id,gene_symbol,gene_name,score_overall,max_clinical_phase,n_drugs,score_known_drug,score_rna_expression,score_genetic_literature,score_literature,score_genetic_association,score_animal_model,score_affected_pathway
ENSG00000005379,O95153,TSPOAP1,TSPO associated protein 1,0.35917897705342566,0,0,,,,0.11798461124359715,0.5849229131168915,,
ENSG00000197361,Q6P050,FBXL22,F-box and leucine rich repeat protein 22,0.3589568461539808,0,0,,,,,0.5904567552165728,,
ENSG00000213639,P62140,PPP1CB,protein phosphatase 1 catalytic subunit beta,0.35879411348743556,0,0,,,,0.043925242149876004,,,0.5879928102294082
ENSG00000068078,P22607,FGFR3,fibroblast growth factor receptor 3,0.3587573017914237,4,22,0.5454490211904267,0.05280835477883369,,0.8701195941335367,,,
ENSG00000170836,O15297,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",0.35773911216803983,0,0,,,,0.17022062333125393,0.49308915880987475,,0.3663273437906858
ENSG00000126856,Q9NQW5,PRDM7,PR/SET domain 7,0.3576367861416106,0,0,,,,0.076742819715167,0.5844482157467167,,
ENSG00000164256,Q9NQV7,PRDM9,PR/SET domain 9,0.35737557651646956,0,0,,,,0.07671071068460876,0.5840201511993447,,
ENSG00000130208,P02654,APOC1,apolipoprotein C1,0.35651211897885987,0,0,,,,0.8298983176493941,0.5449404487667465,,
ENSG00000130204,O96008,TOMM40,translocase of outer mitochondrial membrane 40,0.3562702855098226,0,0,,,,0.8052352043458736,0.5457758067385217,,
ENSG00000123374,P24941,CDK2,cyclin dependent kinase 2,0.3561315566014753,3,14,,,,0.23156438908390978,,,0.5742311489815048
ENSG00000168538,Q7Z392,TRAPPC11,trafficking protein particle complex subunit 11,0.3558960059418849,0,0,,0.012617173857852276,,,,,0.5847910467938737
ENSG00000135346,P01215,CGA,"glycoprotein hormones, alpha polypeptide",0.3558553741185899,0,0,,,,0.7676794497958582,,,0.5469710967329536
ENSG00000196367,Q9Y4A5,TRRAP,transformation/transcription domain associated protein,0.3553036741543036,0,0,,,,0.7495175826216057,,,0.5469716855427047
ENSG00000160712,P08887,IL6R,interleukin 6 receptor,0.3548961753059121,4,5,,,,0.41394048108199516,0.5630802359567327,,
ENSG00000165629,P36542,ATP5F1C,ATP synthase F1 subunit gamma,0.35489177406450473,0,0,,0.11822433318737127,,0.10909149293474533,0.5754345482449988,,
ENSG00000136950,Q9BPX5,ARPC5L,actin related protein 2/3 complex subunit 5 like,0.3542942176554161,0,0,,0.02379475207275218,,,,,0.5815973477806404
ENSG00000105647,O00459,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2,0.3537397425855842,3,22,,,,0.0269960581330524,,,0.5805252130907639
ENSG00000186318,P56817,BACE1,beta-secretase 1,0.35367790862990917,3,4,0.5324107135989551,,,0.9872518047324006,,,
ENSG00000168243,P50150,GNG4,G protein subunit gamma 4,0.353653976663281,0,0,,,,0.012158615952232422,,,0.5811260067700887
ENSG00000143437,P27540,ARNT,aryl hydrocarbon receptor nuclear translocator,0.3536173540683,0,0,,,,0.041519700735745416,,,0.5795977111430365
ENSG00000141837,O00555,CACNA1A,calcium voltage-gated channel subunit alpha1 A,0.35358002768844043,4,6,,0.011990973448770578,,0.33235845815541143,,0.4799185820152829,0.5500807373358241
ENSG00000140836,Q15911,ZFHX3,zinc finger homeobox 3,0.35333765816195545,0,0,,0.12607087829013,,0.14543055636198005,0.5711405147608517,,
ENSG00000115042,Q96GK7,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A,0.3532027959516248,0,0,,,,0.030396539880581056,,,0.5794719525625476
ENSG00000149968,P08254,MMP3,matrix metallopeptidase 3,0.3531223299900472,3,2,,,,0.6016132826690701,0.5507787550263581,,
ENSG00000140455,Q9Y6I4,USP3,ubiquitin specific peptidase 3,0.35273950324061304,0,0,,,,0.11704863159681747,0.5743772666463741,,
ENSG00000146555,Q7Z5N4,SDK1,sidekick cell adhesion molecule 1,0.35232699574312776,0,0,,,,0.021277577916406734,0.578487275820005,,
ENSG00000089225,Q99593,TBX5,T-box transcription factor 5,0.35207431795481947,0,0,,,,0.0697431720593332,0.5756483603376998,,
ENSG00000029725,Q15276,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",0.35179399895922775,0,0,,0.0953279967108872,,0.3533901652700552,0.5588865072879975,,
ENSG00000171475,Q8TF74,WIPF2,WAS/WASL interacting protein family member 2,0.3516340309260151,0,0,,,,,,,0.578411280210643
ENSG00000130227,Q9UIA9,XPO7,exportin 7,0.3509544943990913,0,0,,,,,,,0.5772934942231697
ENSG00000054282,Q86SQ7,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8,0.3509162186900488,0,0,,,,,0.5772305335881881,,
ENSG00000123595,P51151,RAB9A,"RAB9A, member RAS oncogene family",0.3507298818928321,0,0,,0.008107531777078082,,0.09363822979878995,,,0.5720619448431341
ENSG00000131446,P26572,MGAT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",0.3501686449018109,0,0,,,,0.20514884479289877,,,0.5657433892324882
ENSG00000182578,P07333,CSF1R,colony stimulating factor 1 receptor,0.34976224902003855,4,20,,,,0.5638924651011723,0.547137717850459,,
ENSG00000174173,Q7L0Y3,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",0.3497310473358956,0,0,,0.03592915945859362,,0.17478010431334107,,,0.5657435857229295
ENSG00000065526,Q96T58,SPEN,spen family transcriptional repressor,0.34958765187248425,0,0,,,,0.0820618714769193,0.37679933204551613,,0.4790217119001831
ENSG00000153904,O94760,DDAH1,dimethylarginine dimethylaminohydrolase 1,0.3495468182550756,0,0,,,,0.18733865732953284,0.5656110409890032,,
ENSG00000088367,Q9H4G0,EPB41L1,erythrocyte membrane protein band 4.1 like 1,0.34947613254969834,0,0,,,,,0.574861701237519,,
ENSG00000176974,P34896,SHMT1,serine hydroxymethyltransferase 1,0.3494039797522333,0,0,,,,0.11688358926031925,,,0.5688988359014587
ENSG00000008118,Q96NX5,CAMK1G,calcium/calmodulin dependent protein kinase IG,0.34895963913720496,0,0,,0.03359944968349924,,0.012158615952232422,,,0.5720619448431341
ENSG00000146674,P17936,IGFBP3,insulin like growth factor binding protein 3,0.34889396460472044,0,0,,,,0.8542397687099536,0.5311920907383504,,
ENSG00000102575,P13686,ACP5,"acid phosphatase 5, tartrate resistant",0.3484203120971478,0,0,,,,0.745670241130592,0.36267415467390857,,0.4658859682934161
ENSG00000241553,P59998,ARPC4,actin related protein 2/3 complex subunit 4,0.3482020615899742,0,0,,,,0.07734230702947845,,,0.5688988359014587
ENSG00000198453,Q3ZCX4,ZNF568,zinc finger protein 568,0.3479517922309904,0,0,,,,,0.572354277161133,,
ENSG00000148143,Q96JM2,ZNF462,zinc finger protein 462,0.34786892955397697,0,0,,0.06912557447718794,,,,,0.5687616956256065
ENSG00000113282,Q14677,CLINT1,clathrin interactor 1,0.34759618773485396,0,0,,,,0.0704186507233461,0.49812321177724384,,0.2883250563397348
ENSG00000203879,P31150,GDI1,GDP dissociation inhibitor 1,0.34720628107021406,0,0,,,,0.358587892929895,,,0.5531985732641359
ENSG00000173198,Q9Y271,CYSLTR1,cysteinyl leukotriene receptor 1,0.3469607916050339,4,4,0.15198269940290526,,,0.4661991539766813,,,0.5223685003309778
ENSG00000152266,P01270,PTH,parathyroid hormone,0.3463095452476828,0,0,,,,0.39143178381551225,,,0.5500813163837237
ENSG00000177374,Q14526,HIC1,HIC ZBTB transcriptional repressor 1,0.3461373311272977,0,0,,,,0.012158615952232422,,,0.5687616956256065
ENSG00000112685,Q96KP1,EXOC2,exocyst complex component 2,0.34577058247854797,0,0,,,,0.06045534042915565,,,0.5657435857229295
ENSG00000161929,Q6UWF3,SCIMP,SLP adaptor and CSK interacting membrane protein,0.345610296771423,0,0,,,,0.04555750340996372,0.5662248197566595,,
ENSG00000105664,P49747,COMP,cartilage oligomeric matrix protein,0.34553109134175114,0,0,,,,0.42802622553415515,,,0.5469710967329536
ENSG00000164258,O43181,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,0.34551067353020387,4,3,,0.024049083571671466,,0.4166660289545959,,,0.5469710967329536
ENSG00000116199,O75063,FAM20B,FAM20B glycosaminoglycan xylosylkinase,0.3450893390042495,0,0,,0.02104110117126057,,0.012158615952232422,0.5663235124339282,,
ENSG00000105737,Q16478,GRIK5,glutamate ionotropic receptor kainate type subunit 5,0.3448208192117117,4,3,,,,,0.3351082092461761,,0.4834270119773683
ENSG00000138600,Q8TCT8,SPPL2A,signal peptide peptidase like 2A,0.3446472919894155,0,0,,,,0.22320793823395874,0.5557582282729975,,
ENSG00000147862,O00712,NFIB,nuclear factor I B,0.3444102444590619,0,0,,0.014592915290968815,,0.3591174285523665,,,0.5482485415629336
ENSG00000088538,Q8IZD9,DOCK3,dedicator of cytokinesis 3,0.3439066345804821,0,0,,,,0.16310000608081066,0.5575452996833739,,
ENSG00000170442,O43790,KRT86,keratin 86,0.3438370700217122,0,0,,,,,,,0.5655858715704906
ENSG00000117408,O94829,IPO13,importin 13,0.34360797855158093,0,0,,,,,,,0.5652090334977505
ENSG00000189171,Q99584,S100A13,S100 calcium binding protein A13,0.3434498937928436,0,0,,,,0.1725223168788779,,,0.5563228802295498
ENSG00000149485,O60427,FADS1,fatty acid desaturase 1,0.3431313549099002,0,0,,,,0.12082144123526936,0.28962213808202913,,0.4893345683618506
ENSG00000013364,Q14764,MVP,major vault protein,0.3430168282568056,0,0,,,,0.4073466207145259,,,0.5438693051149942
ENSG00000157404,P10721,KIT,"KIT proto-oncogene, receptor tyrosine kinase",0.34300133689632795,4,37,0.5492485886754993,,,0.29925130727085186,,,
ENSG00000149357,Q6IAA8,LAMTOR1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",0.3427122666203425,0,0,,,,0.02279740491043579,,,0.5625957851395268
ENSG00000105974,Q03135,CAV1,caveolin 1,0.34228678051745615,0,0,,0.036519329322789805,,0.504423067154907,0.5370030690449171,,
ENSG00000161281,P24310,COX7A1,cytochrome c oxidase subunit 7A1,0.34148762148038725,0,0,,0.038210358581832145,,0.21581543315212548,,,0.5500813163837237
ENSG00000168067,Q12851,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,0.3412192820862916,0,0,,,,0.03647584785669726,,,0.5594560168006465
ENSG00000058272,O14974,PPP1R12A,protein phosphatase 1 regulatory subunit 12A,0.34118606344635777,0,0,,0.020267661779057394,,0.037995674850726316,,,0.5588749908266692
ENSG00000132744,Q96HD9,ACY3,aminoacylase 3,0.3404797548023816,0,0,,,,0.012158615952232422,,,0.5594554121684383
ENSG00000170425,P29275,ADORA2B,adenosine A2b receptor,0.34025084359620683,4,8,0.44750461490855437,,,0.1290805952995475,,,0.4372549153278103
ENSG00000155093,Q92932,PTPRN2,protein tyrosine phosphatase receptor type N2,0.3401738672774027,0,0,,0.04798175954176312,,0.15660352679052994,0.5506637435517714,,
ENSG00000163545,Q9H093,NUAK2,NUAK family kinase 2,0.3401101749476969,0,0,,,,,,,0.5594554121684383
ENSG00000099822,Q9UL51,HCN2,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2,0.3400468562715583,0,0,,,,0.6175563685738051,,,0.5284734393254834
ENSG00000205629,Q9UIC8,LCMT1,leucine carboxyl methyltransferase 1,0.3398218815706755,0,0,,,,0.30223015921186264,,,0.5438696834936553
ENSG00000120029,Q5T2E6,ARMH3,armadillo like helical domain containing 3,0.33961783402133644,0,0,,,,0.03343619386863916,0.556973739036117,,
ENSG00000174279,Q03828,EVX2,even-skipped homeobox 2,0.3395075925815459,0,0,,,,,,,0.558464209932068
ENSG00000272333,Q9UMN6,KMT2B,lysine methyltransferase 2B,0.33872309980986476,0,0,,,,0.042477372396860565,,,0.555049910271779
ENSG00000137265,Q15306,IRF4,interferon regulatory factor 4,0.33868674790688985,0,0,,,,0.177308824172148,,,0.5482485415629336
ENSG00000138801,O43252,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,0.3386840366563467,0,0,,0.0340186583925997,,0.12544472800090656,,,0.5500813163837237
ENSG00000132470,P16144,ITGB4,integrin subunit beta 4,0.3386400752636963,0,0,,0.012270331535468075,,0.13367216151817524,,,0.550080927707456
ENSG00000010361,Q9BT04,FUZ,fuzzy planar cell polarity protein,0.33857551349890586,0,0,,,,0.012158615952232422,,,0.5563230798191694
ENSG00000188290,Q9HCC6,HES4,hes family bHLH transcription factor 4,0.3383062914097251,0,0,,,,0.23253353008644506,,,0.5448614842186247
ENSG00000136371,P49914,MTHFS,methenyltetrahydrofolate synthetase,0.3382059336442212,0,0,,,,,,,0.5563230798191694
ENSG00000150630,P49767,VEGFC,vascular endothelial growth factor C,0.3381512479087822,3,1,,,,0.31692119706840205,0.5403870660834097,,
ENSG00000185129,Q00577,PURA,purine rich element binding protein A,0.33797836889597554,0,0,,,,0.4238801892057277,,,0.5347547436277161
ENSG00000055609,Q8NEZ4,KMT2C,lysine methyltransferase 2C,0.33694421564736216,0,0,,,,0.17933958529542823,0.5452806702557259,,
ENSG00000137198,P36959,GMPR,guanosine monophosphate reductase,0.3368334786123497,0,0,,0.01233369872844113,,0.693754050670775,0.5191037107790042,,
ENSG00000204435,P67870,CSNK2B,casein kinase 2 beta,0.3368264751097014,0,0,,,,0.07945317785451882,,,0.5500813163837237
ENSG00000144218,P51826,AFF3,ALF transcription elongation factor 3,0.3366885704172154,0,0,,0.010219569015539732,,0.07447152270742358,0.5498764548597913,,
ENSG00000066926,P22830,FECH,ferrochelatase,0.3365518567454565,0,0,,,,0.0704186507233461,,,0.5500813163837237
ENSG00000107249,Q8NEA6,GLIS3,GLIS family zinc finger 3,0.33635048689796265,0,0,,,,0.05502842268958826,0.5505195896769213,,
ENSG00000134463,Q96DC8,ECHDC3,enoyl-CoA hydratase domain containing 3,0.33633483011915766,0,0,,,,0.12281547860985867,0.5471044826686413,,
ENSG00000128294,O60704,TPST2,tyrosylprotein sulfotransferase 2,0.3363062178226262,0,0,,,,,,,0.5531981915439604
ENSG00000112062,Q16539,MAPK14,mitogen-activated protein kinase 14,0.3361356848528178,3,22,0.17309140765330877,0.024445247830562178,,0.49889349597633825,,,0.4982527381137063
ENSG00000239789,Q9Y2R5,MRPS17,mitochondrial ribosomal protein S17,0.33533508676884594,0,0,,,,0.030396539880581056,,,0.550080927707456
ENSG00000103202,O00746,NME4,NME/NM23 nucleoside diphosphate kinase 4,0.33441102139935613,0,0,,,,,,,0.5500807373358241
ENSG00000120254,Q6UB35,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,0.3342691645605028,0,0,,,,0.1634047008940142,0.5416771585628394,,
ENSG00000119919,Q8TAU0,NKX2-3,NK2 homeobox 3,0.3336482470041637,0,0,,,,,,,0.5488260313755582
ENSG00000154845,Q8TF05,PPP4R1,protein phosphatase 4 regulatory subunit 1,0.3336296726270033,0,0,,,,0.03647584785669726,,,0.5469716855427047
ENSG00000008311,Q9UDR5,AASS,aminoadipate-semialdehyde synthase,0.33348119604107596,0,0,,,,0.2172537371233059,,,0.5376885583698113
ENSG00000242221,P11465,PSG2,pregnancy specific beta-1-glycoprotein 2,0.33312293217328887,0,0,,,,0.18711819085543366,0.538606018824782,,
ENSG00000102974,P49711,CTCF,CCCTC-binding factor,0.3330322782925859,0,0,,,,0.2919288575442053,0.13249364449097445,,0.5082020905492572
ENSG00000137193,P11309,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",0.332571610943302,1,3,,,,0.4995661851994282,,,0.5220767375477848
ENSG00000152767,Q9Y4F1,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",0.3325204790630211,0,0,,,,0.04255515583281348,0.5448431809556559,,
ENSG00000153707,P23468,PTPRD,protein tyrosine phosphatase receptor type D,0.332459884550818,0,0,,,,0.18365414012080641,,,0.5376885583698113
ENSG00000117298,P42892,ECE1,endothelin converting enzyme 1,0.3322772595460829,2,1,,,,0.23924017258212138,,,0.5346088524812393
ENSG00000011405,O00443,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,0.3322407125722658,0,0,,0.04689283159756518,,0.2786265848788418,,,0.5315373519452089
ENSG00000105204,Q9Y463,DYRK1B,dual specificity tyrosine phosphorylation regulated kinase 1B,0.3318026510187709,0,0,,,,0.10030858160591748,,,0.540774737041119
ENSG00000120805,P40616,ARL1,ARF like GTPase 1,0.33165112544109854,0,0,,,,0.03343619386863916,,,0.543869108358519
ENSG00000151729,P12235,SLC25A4,solute carrier family 25 member 4,0.3315444883902754,0,0,,0.06186622954360674,,0.1876370123684109,,,0.5346088524812393
ENSG00000125868,P60981,DSTN,"destrin, actin depolymerizing factor",0.33130208814959433,0,0,,0.04010585887890168,,0.25076369914563446,,,0.5315373519452089
ENSG00000120915,P34913,EPHX2,epoxide hydrolase 2,0.33069373524628815,1,1,,,,0.8405841167393628,0.5019368780421268,,
ENSG00000243147,O75394,MRPL33,mitochondrial ribosomal protein L33,0.3306349004550365,0,0,,,,,,,0.5438693051149942
ENSG00000167617,Q6NZY7,CDC42EP5,CDC42 effector protein 5,0.3306349004550365,0,0,,,,,,,0.5438693051149942
ENSG00000172456,Q96C11,FGGY,FGGY carbohydrate kinase domain containing,0.3306347808407156,0,0,,,,,,,0.543869108358519
ENSG00000122420,P43088,PTGFR,prostaglandin F receptor,0.33058051563031604,4,6,,,,0.09878875461188842,,,0.5388404084773429
ENSG00000132153,Q7L2E3,DHX30,DExH-box helicase 30,0.3304055320360661,0,0,,,,0.012158615952232422,0.03445113643285234,,0.5346090359086251
ENSG00000143032,Q9NY43,BARHL2,BarH like homeobox 2,0.33002419487884027,0,0,,,,,0.54286474081492,,
ENSG00000148737,Q9NQB0,TCF7L2,transcription factor 7 like 2,0.32978984865860334,0,0,,0.07111948756355997,,0.4251418109716581,0.5196417354717148,,
ENSG00000150244,Q8IWZ4,TRIM48,tripartite motif containing 48,0.3292995826206985,0,0,,,,0.06079307976116211,0.5386331546842751,,
ENSG00000198015,Q9Y6G3,MRPL42,mitochondrial ribosomal protein L42,0.3291034047066916,0,0,,0.011503633220070602,,,,,0.5407749292391857
ENSG00000172531,P62136,PPP1CA,protein phosphatase 1 catalytic subunit alpha,0.32901985333249917,0,0,,0.030932461350526932,,0.11831740659872751,,,0.5346094168740098
ENSG00000054116,O43617,TRAPPC3,trafficking protein particle complex subunit 3,0.32875361721762214,0,0,,,,,,,0.540774737041119
ENSG00000101670,Q9Y5X9,LIPG,"lipase G, endothelial type",0.32764475862864867,0,0,,,,0.04059289031385596,0.536921104345637,,
ENSG00000011243,Q9ULX6,AKAP8L,A-kinase anchoring protein 8 like,0.32724701401108675,0,0,,,,0.012158615952232422,,,0.5376885583698113
ENSG00000169139,Q15819,UBE2V2,ubiquitin conjugating enzyme E2 V2,0.3271833161277156,0,0,,,,0.024317231904464845,0.536975849390832,,
ENSG00000110237,Q96PE2,ARHGEF17,Rho guanine nucleotide exchange factor 17,0.3270841842929117,0,0,,,,0.06839221473130737,,,0.5346090359086251
ENSG00000086015,Q6P0Q8,MAST2,microtubule associated serine/threonine kinase 2,0.32705665323597105,0,0,,0.05387541879917077,,0.012158615952232422,0.45025459539068413,,0.3455182021123373
ENSG00000196498,Q9Y618,NCOR2,nuclear receptor corepressor 2,0.32692021268964716,0,0,,,,0.1731336250698096,0.5291022445552023,,
ENSG00000181322,Q86XW9,NME9,NME/NM23 family member 9,0.32687719709024765,0,0,,,,,,,0.5376881684139885
ENSG00000196465,P14649,MYL6B,myosin light chain 6B,0.3266855345929927,0,0,,0.04987708425375131,,0.012158615952232422,,,0.5346088524812393
ENSG00000196427,Q96M43,NBPF4,NBPF member 4,0.3266657958156963,0,0,,,,0.012158615952232422,0.5367324985720945,,
ENSG00000165023,Q96HU8,DIRAS2,DIRAS family GTPase 2,0.32662253819283904,0,0,,,,0.015198269940290528,0.5365093603677767,,
ENSG00000148120,Q8N6M6,AOPEP,aminopeptidase O (putative),0.32645397697202666,2,1,,,,0.9977891283487553,0.4871025470384934,,
ENSG00000139832,Q9NX57,RAB20,"RAB20, member RAS oncogene family",0.32639122206537785,0,0,,,,0.045594809820871586,,,0.5346090359086251
ENSG00000120137,Q9H999,PANK3,pantothenate kinase 3,0.3261142687749545,0,0,,,,0.03647584785669726,,,0.5346094168740098
ENSG00000137601,Q96PY6,NEK1,NIMA related kinase 1,0.3257743342267756,0,0,,0.04545712932383578,,0.07253040632791681,,,0.5312373640015605
ENSG00000278845,A0A087WU62,MRPL45,mitochondrial ribosomal protein L45,0.3250052976103102,0,0,,,,,,,0.5346090359086251
ENSG00000221823,P63098,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha",0.3249844648942628,0,0,,,,0.3656161536457597,,,0.5162939599903318
ENSG00000136999,P48745,CCN3,cellular communication network factor 3,0.32434404314044296,0,0,,0.010739584751144848,,0.350911165954708,0.5157371067801466,,
ENSG00000196632,Q9BYP7,WNK3,WNK lysine deficient protein kinase 3,0.32424932448810767,0,0,,0.021806096301822838,,0.08814996565368506,,,0.5284734393254834
ENSG00000063854,Q16775,HAGH,hydroxyacylglutathione hydrolase,0.32318738186683305,0,0,,0.04290668041501329,,0.4685099699453466,,,0.5072397222663186
ENSG00000164403,Q2M3G4,SHROOM1,shroom family member 1,0.3231380352749854,0,0,,,,,,,0.5315375311540367
ENSG00000217930,Q9Y3D7,PAM16,presequence translocase associated motor 16,0.3231380352749854,0,0,,,,,,,0.5315375311540367
ENSG00000168610,P40763,STAT3,signal transducer and activator of transcription 3,0.32312627174458025,2,1,,0.05830428114417552,,0.8955884531294853,,,0.4854431076911945
ENSG00000135077,Q8TDQ0,HAVCR2,hepatitis A virus cellular receptor 2,0.3231026070578273,3,3,,,,0.6757709913733334,0.49769070485831923,,
ENSG00000198873,P34947,GRK5,G protein-coupled receptor kinase 5,0.3230945619132311,0,0,,,,0.6696289203573026,0.49798457475715285,,
ENSG00000105989,P09544,WNT2,Wnt family member 2,0.3227182923276603,0,0,,,,0.04746915972391598,,,0.528473627891875
ENSG00000110080,Q11206,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",0.3226721076714352,0,0,,,,0.10707518912266682,,,0.5254173561693914
ENSG00000132386,P36955,SERPINF1,serpin family F member 1,0.3225191477863753,0,0,,0.06394882135689679,,0.6842672137417367,0.49488506262319076,,
ENSG00000119139,Q9UDY2,TJP2,tight junction protein 2,0.32242022873436055,0,0,,,,0.09878875461188842,,,0.5254173561693914
ENSG00000130312,Q9BQ48,MRPL34,mitochondrial ribosomal protein L34,0.3223719542748773,0,0,,0.03607516375780722,,,,,0.528473627891875
ENSG00000143772,P27987,ITPKB,inositol-trisphosphate 3-kinase B,0.3219029724860329,0,0,,0.08225665887694969,,0.40876597258436975,,,0.5072397222663186
ENSG00000183049,Q8IU85,CAMK1D,calcium/calmodulin dependent protein kinase ID,0.3217163397537723,0,0,,,,0.2301068729859787,0.5176936063260928,,
ENSG00000108559,Q99567,NUP88,nucleoporin 88,0.32163509726487016,0,0,,0.02380008637173386,,0.037995674850726316,0.062012855341451546,,0.5124202490051163
ENSG00000147642,Q9NX95,SYBU,syntabulin,0.3215388383080239,0,0,,0.042074950100497124,,0.2288138893453316,0.5165312802169822,,
ENSG00000149311,Q13315,ATM,ATM serine/threonine kinase,0.3213707614827884,0,0,,,,0.785918631972055,,,0.4893345683618506
ENSG00000141503,Q8N4C8,MINK1,misshapen like kinase 1,0.3213694497076796,0,0,,0.09115639593632732,,0.14550451629767208,,,0.519327418687649
ENSG00000077380,Q13409,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,0.32127539412101463,0,0,,,,,,,0.528473627891875
ENSG00000160282,O95954,FTCD,formimidoyltransferase cyclodeaminase,0.3212752794856978,0,0,,,,,,,0.5284734393254834
ENSG00000100644,Q16665,HIF1A,hypoxia inducible factor 1 subunit alpha,0.32124537570687917,0,0,,,,0.9239270419901028,,,0.48222789778050834
ENSG00000003436,P10646,TFPI,tissue factor pathway inhibitor,0.3207131860936236,4,4,,,,0.16442839378734317,,,0.519327418687649
ENSG00000248333,P21127,CDK11B,cyclin dependent kinase 11B,0.3205395307542632,2,4,,,,0.2193735170148135,,,0.5162945126792162
ENSG00000184347,O75094,SLIT3,slit guidance ligand 3,0.3204419236526353,0,0,,,,0.030396539880581056,0.040532037502692624,,0.5162941442197028
ENSG00000160179,P45844,ABCG1,ATP binding cassette subfamily G member 1,0.3204329793645201,0,0,,,,0.21587919188550397,,,0.5162939599903318
ENSG00000170516,Q8TF08,COX7B2,cytochrome c oxidase subunit 7B2,0.3203100161432409,0,0,,,,0.012158615952232422,0.5262777236249699,,
ENSG00000164512,Q3KP44,ANKRD55,ankyrin repeat domain 55,0.3201003912628567,0,0,,,,0.012158615952232422,0.5259329066142053,,
ENSG00000164576,Q9HAJ7,SAP30L,SAP30 like,0.31999449465934887,0,0,,,,,0.526366645540104,,
ENSG00000177565,Q9BZK7,TBL1XR1,TBL1X/Y related 1,0.31994220122607375,0,0,,,,0.09118961964174316,0.5217211458310819,,
ENSG00000138757,Q9UN86,G3BP2,G3BP stress granule assembly factor 2,0.31963130014910235,0,0,,0.026297687176061485,,0.5167428666665379,0.4993476817675504,,
ENSG00000119408,Q9HC98,NEK6,NIMA related kinase 6,0.31941761643911465,0,0,,,,,,,0.5254177246719713
ENSG00000103067,Q9H6T0,ESRP2,epithelial splicing regulatory protein 2,0.31941739241504735,0,0,,,,,,,0.5254173561693914
ENSG00000213588,Q96C00,ZBTB9,zinc finger and BTB domain containing 9,0.31941739241504735,0,0,,,,,,,0.5254173561693914
ENSG00000198874,Q9NV66,TYW1,tRNA-yW synthesizing protein 1 homolog,0.31940216559160506,0,0,,,,,0.5253923092010488,,
ENSG00000100600,Q99538,LGMN,legumain,0.31929753759799295,0,0,,0.009592817665214498,,0.6524515909945894,0.4923844508206618,,
ENSG00000267855,O95182,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,0.31925239388326443,4,3,,,,0.05553785575514165,,,0.5223690533257018
ENSG00000112232,Q5VWX1,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2",0.3191004407194033,0,0,,,,0.20670546799702766,0.514560721297331,,
ENSG00000148834,P78417,GSTO1,glutathione S-transferase omega 1,0.31898485142769956,0,0,,0.08529887492534055,,0.7876559901121837,,,0.4834275290298775
ENSG00000101096,Q13469,NFATC2,nuclear factor of activated T cells 2,0.31891325371837775,0,0,,,,0.1428553121776448,0.5174453206853027,,
ENSG00000100722,Q6PJT7,ZC3H14,zinc finger CCCH-type containing 14,0.31887819688592517,0,0,,,,0.6983821727684618,0.4896113118283513,,
ENSG00000119522,Q8TEH3,DENND1A,DENN domain containing 1A,0.31885036928761773,0,0,,,,,0.5244846461805945,,
ENSG00000187554,O60602,TLR5,toll like receptor 5,0.3187469256268344,2,1,,,,0.13738337056202474,0.5174453206853027,,
ENSG00000131171,O75368,SH3BGRL,SH3 domain binding glutamate rich protein like,0.3184741809022596,0,0,,0.04007937900296029,,0.07295169571339452,,,0.5193276071994293
ENSG00000205592,G3CIG0,MUC19,"mucin 19, oligomeric (gene/pseudogene)",0.3184349763074355,0,0,,,,0.06079307976116211,0.5207617022822142,,
ENSG00000138622,Q9Y3Q4,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,0.3182964802594147,4,4,,,,,0.5235735407877126,,
ENSG00000070770,P19784,CSNK2A2,casein kinase 2 alpha 2,0.3182685693464904,0,0,,,,0.08400421535330581,,,0.519327418687649
ENSG00000145494,O75380,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,0.31820043458389563,4,3,,0.03784670223682282,,0.030396539880581056,,,0.5208477391686755
